mapa\referencja,1,2,3,4,5,6
1,373,19,5,7,5,0
2,0,42,0,0,1,0
3,6,0,90,0,4,0
4,25,1,0,72,0,0
5,1,32,1,0,73,10
6,0,1,0,0,0,79
