mapa\referencja,1,2,3,4,5,6
1,366,15,4,2,5,0
2,1,55,0,0,4,1
3,5,2,90,0,31,6
4,31,2,0,77,0,0
5,2,20,2,0,42,0
6,0,1,0,0,1,82
