mapa\referencja,1,2,3,4,5,6
1,365,9,5,3,3,0
2,1,48,0,0,2,1
3,6,1,89,0,19,8
4,31,2,0,76,0,3
5,2,35,2,0,59,0
6,0,0,0,0,0,77
