mapa\referencja,1,2,3,4,5,6
1,365,21,4,3,9,0
2,0,46,0,0,2,0
3,6,1,88,0,21,6
4,31,1,0,76,1,1
5,3,25,4,0,50,1
6,0,1,0,0,0,81
