mapa\referencja,1,2,3,4,5,6
1,365,8,5,3,3,0
2,1,47,0,0,2,1
3,6,1,90,0,20,8
4,31,2,0,76,0,3
5,2,37,1,0,58,0
6,0,0,0,0,0,77
