mapa\referencja,1,2,3,4,5,6
1,359,11,3,3,2,0
2,0,39,0,0,1,0
3,0,0,74,0,1,0
4,29,1,0,76,0,0
5,17,43,19,0,79,11
6,0,1,0,0,0,78
