mapa\referencja,1,2,3,4,5,6
1,293,10,3,4,0,0
2,0,31,0,0,0,0
3,8,0,85,0,3,0
4,33,1,0,75,0,0
5,71,52,8,0,80,8
6,0,1,0,0,0,81
